Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,QQQ,SPY,XIU.TO,QQQ,SPY,XIU.TO,QQQ,SPY,XIU.TO,QQQ,SPY,XIU.TO,QQQ,SPY,XIU.TO
Date,,,,,,,,,,,,,,,
2020-01-02,209.6380615234375,301.1949157714844,22.037504196166992,209.6380615234375,301.2134763683978,22.09769384314849,207.52382841015807,299.02544795208075,21.977316189185682,207.93115446719645,299.96185270123607,22.071898280156418,30969400.0,59151200.0,1945800.0
2020-01-03,207.71780395507812,298.9142150878906,21.97731590270996,208.96889066344346,300.0545884148705,22.037503908906714,206.8449644642593,297.6996842496835,21.934324938283755,206.86436517248322,297.7553094565026,21.968717381824685,27518900.0,77709700.0,1306200.0
2020-01-06,209.05613708496094,300.0545349121094,22.06329917907715,209.08523074328392,300.13797270746016,22.06329917907715,205.8363155772028,297.01353991573654,21.925726126736848,206.0884655488025,297.1340706068842,21.925726126736848,21655300.0,55653900.0,1930500.0
2020-01-07,209.02706909179688,299.2109375,22.106285095214844,209.6186648810056,299.9619061754537,22.149277689254408,208.36759302430062,298.75662719852465,22.071892659982964,209.13375078488053,299.4797832672429,22.080491178790876,22139300.0,40496400.0,5079600.0
2020-01-08,210.5981903076172,300.8055419921875,22.14928436279297,211.55832556488244,302.0386050732806,22.243866458177653,208.66824163679667,299.15526158717347,22.11489027719844,208.99797967724587,299.40557500537017,22.11489027719844,26397300.0,68296000.0,2020500.0
2020-01-09,212.38272094726562,302.84527587890625,22.243864059448242,212.7900470885322,302.91946169890184,22.28685502180508,211.1413418124323,301.79762044687124,22.218068498034082,212.33422656888484,302.39099383243456,22.218068498034082,23547000.0,48473300.0,1381500.0
2020-01-10,211.8395538330078,301.97369384765625,22.22666358947754,213.2361087244358,303.5961616198992,22.261056026057087,211.46132144977966,301.5008796222455,22.1750741146083,213.21672281645706,303.43856630929315,22.261056026057087,21898500.0,53029300.0,1313700.0
2020-01-13,214.28347778320312,304.0505065917969,22.338441848754883,214.3125714371781,304.05975859762435,22.338441848754883,212.37291558071388,302.1684448926002,22.19227029812023,212.71236127495504,302.6041945615568,22.22666437591657,22756900.0,47086800.0,1889500.0
2020-01-14,213.4398193359375,303.5869445800781,22.390037536621094,214.53573007762031,304.67166445689605,22.415831460234564,213.11008125737294,303.02138389309096,22.30405396457565,214.17688353480048,303.60547688534484,22.33844640939369,24418100.0,62832800.0,2616400.0
2020-01-15,213.52703857421875,304.27301025390625,22.458818435668945,214.5259602752107,305.0425111860947,22.49321087186455,212.82876119898532,303.4107912074118,22.390031923277913,213.55613223165335,303.4942290222084,22.390031923277913,25742100.0,72056600.0,1562700.0
2020-01-16,215.57337951660156,306.80401611328125,22.570598602294922,215.61218092602084,306.80401611328125,22.579197122371987,214.13803813452557,305.44114212590415,22.51041060175547,214.59385850559053,305.672923223801,22.553401562140788,18805000.0,54050300.0,1617100.0
2020-01-17,216.64019775390625,307.7589416503906,22.67377471923828,216.81475970225952,307.9721621446216,22.690970115991824,215.41820492182597,306.7390991988838,22.587791175471796,216.54320902810875,307.52716056112047,22.622183608978574,24325200.0,95846000.0,911600.0
2020-01-21,216.54322814941406,307.1563415527344,22.699575424194336,217.08632954567278,307.9722156557004,22.725370987040076,215.9419394318995,306.71133989191287,22.656584459451615,216.03891336785816,306.7854974041848,22.682378382297173,21146300.0,77742400.0,1777000.0
2020-01-22,217.11541748046875,307.1933898925781,22.733964920043945,218.35679629586585,308.6860748629666,22.8457423898173,216.8438667895008,307.03579459176376,22.673776925550612,217.63913295476607,308.02779617917,22.70816936240401,20736400.0,48914900.0,2854100.0
2020-01-23,217.813720703125,307.5457458496094,22.78555679321289,217.9107094464125,307.962963199614,22.802753833449284,215.98074592286534,305.40409047925436,22.682376191794557,216.9893755787992,306.5351835215124,22.70817175214915,26496100.0,51963000.0,1083500.0
2020-01-24,215.98074340820312,304.81072998046875,22.742563247680664,219.0648048683032,308.29672736372197,22.845742197371557,214.98182151727116,303.5034809617488,22.665178215412574,218.83204076616596,308.2132895489436,22.845742197371557,37436500.0,87578400.0,2635700.0
2020-01-27,211.51954650878906,299.92474365234375,22.579193115234375,212.66393673657512,301.42668065463283,22.622184067990073,210.6272914992958,299.1459625509195,22.450218616967557,211.1025126675689,299.48899405223347,22.450218616967557,42264400.0,84062500.0,1787600.0
2020-01-28,214.7684783935547,303.0677185058594,22.690969467163086,215.26310030747928,303.95775003646014,22.699567985293836,212.45058930188634,300.01747120893106,22.59638904772412,213.01309150300494,301.37106495453526,22.622182962116728,26731900.0,63834000.0,789200.0
2020-01-29,215.1175537109375,302.8174133300781,22.65657615661621,216.2037563728077,304.680942713135,22.751156572389846,214.16712638180107,302.6134447991287,22.65657615661621,215.96129936446872,304.449161577674,22.733961176794374,28924500.0,53888900.0,945900.0
2020-01-30,215.8837432861328,303.8000793457031,22.65657615661621,215.98071721812755,304.0133281172447,22.68237007000921,213.06153993336028,299.96179951306937,22.510404634057412,213.73072369725506,300.7220199247121,22.57059261864052,39568100.0,75491800.0,2234800.0
2020-01-31,212.46026611328125,298.28375244140625,22.424427032470703,216.81478516266228,303.32731159381,22.59639415394671,211.70378651971203,297.3566280132966,22.355640511880303,216.78569150118693,303.1696879918508,22.58779563387291,52015800.0,113845600.0,2571200.0
2020-02-03,215.6703643798828,300.4996032714844,22.47601890563965,216.1649713531087,302.3909452672098,22.58779803849871,213.35247595504532,299.6651968389453,22.441626461683146,213.49794424175838,299.78572755688015,22.441626461683146,25408600.0,69083000.0,2597000.0
2020-02-04,220.6068115234375,305.07965087890625,22.67377471923828,220.98504391181717,305.9604306594999,22.733962707874912,217.87188902407448,303.8373071787429,22.656577682485043,218.61866084671237,304.16180648178266,22.67377471923828,30691200.0,62573200.0,1652600.0
2020-02-05,221.3341827392578,308.6026306152344,22.85433578491211,223.3029327102249,308.81587942426825,22.871532819483026,220.00552290226906,306.5722541013585,22.768352252057014,223.26414609531858,308.0556305853747,22.845737267626653,38534800.0,65951100.0,1460500.0
2020-02-06,223.24473571777344,309.64111328125,22.966121673583984,223.30292303681387,309.83580154339455,22.974720194030862,221.1014090765681,308.5470846469901,22.85434418777474,221.886967480419,309.57620776266845,22.888738269562253,22467100.0,50359700.0,1216600.0
2020-02-07,222.28460693359375,307.99078369140625,22.845745086669922,223.4871991557294,309.6503162476195,22.923130128724885,221.64451680898594,307.4345033083513,22.819951165984964,222.24582031925527,308.56559637957804,22.905933088268217,25884900.0,64139400.0,1278600.0
2020-02-10,224.97103881835938,310.2900085449219,22.974720001220703,224.98073177250657,310.35491404780646,22.983318521595418,221.48935928549193,307.0543532223912,22.828548434850656,221.5475466071817,307.0914461231243,22.828548434850656,21478900.0,42070000.0,1345300.0
2020-02-11,225.0098114013672,310.8277893066406,23.009109497070312,226.959175346828,312.45950929399737,23.077896006359023,224.4182156704088,310.2900412169647,23.000510978409256,226.2124035687718,311.6621957526384,23.06069896903691,30198000.0,54864500.0,1989600.0
2020-02-12,227.20167541503906,312.8303527832031,23.10369300842285,227.3083571178297,313.0435733045393,23.17247952201697,225.7760266588395,311.9124803133696,23.086495970024362,226.33852883733502,312.2833244446266,23.155282483618482,24471300.0,43992700.0,1071900.0
